ProductID,Date,Zip,Units,Revenue,Country
1052,03/24/2021,13591,1,246.7,Germany
1052,03/31/2021,46045,1,246.7,Germany
1052,04/28/2021,22417,1,246.7,Germany
1052,06/21/2021,50968,1,246.7,Germany
1052,08/15/2021,52538,1,246.7,Germany
1052,11/27/2021,47906,1,246.7,Germany
1053,03/15/2014,13129,1,251.95,Germany
1053,04/15/2014,40215,1,251.95,Germany
1053,04/15/2014,45659,1,251.95,Germany
1053,07/15/2014,52428,1,251.95,Germany
1057,08/25/2018,20148,1,136.45,Germany
1057,08/23/2017,53879,1,136.45,Germany
1057,02/28/2018,46537,1,136.45,Germany
1057,03/10/2018,48432,1,136.45,Germany
1065,05/15/2014,40591,1,296.57,Germany
1065,06/15/2014,53229,1,296.57,Germany
1063,03/15/2014,10627,1,233.57,Germany
1065,02/15/2014,22763,1,296.57,Germany
1065,02/15/2014,51377,1,296.57,Germany
1065,04/15/2014,41516,1,296.57,Germany
1065,05/15/2014,45357,1,296.57,Germany
1053,04/20/2015,20251,1,251.95,Germany
1053,06/01/2015,48720,1,257.2,Germany
1053,06/05/2015,40215,1,257.2,Germany
1053,04/18/2016,46519,1,262.45,Germany
1053,06/11/2016,48607,1,262.45,Germany
1053,12/26/2016,52134,1,262.45,Germany
1053,05/16/2017,10245,1,262.45,Germany
1053,07/24/2017,40229,1,262.45,Germany
1053,09/09/2017,51145,1,262.45,Germany
1053,09/11/2017,53229,1,262.45,Germany
1053,09/27/2017,22087,1,262.45,Germany
1053,04/11/2018,53123,1,262.45,Germany
1065,03/05/2016,14059,1,304.45,Germany
1065,08/24/2016,14059,1,304.45,Germany
1065,09/27/2016,40593,1,304.45,Germany
1065,04/16/2017,45481,1,304.45,Germany
1065,06/04/2017,22391,1,304.45,Germany
1065,03/21/2018,53902,1,309.7,Germany
1065,03/27/2018,22045,1,309.7,Germany
1065,04/21/2018,40597,1,309.7,Germany
1065,04/23/2018,46483,1,309.7,Germany
1065,06/04/2018,21107,1,309.7,Germany
1065,09/10/2018,44577,1,304.45,Germany
1065,10/14/2018,45659,1,304.45,Germany
1085,04/28/2018,48493,1,89.2,Germany
1085,11/30/2021,12357,1,89.2,Germany
1065,04/15/2014,47179,1,296.57,Germany
1065,05/15/2014,20251,2,593.15,Germany
1065,04/11/2016,47506,1,304.45,Germany
1065,06/05/2016,10435,1,304.45,Germany
1065,06/26/2016,51377,1,304.45,Germany
1065,06/29/2016,40545,1,304.45,Germany
1065,02/19/2017,10551,1,304.45,Germany
1065,04/02/2017,53119,1,304.45,Germany
1065,04/12/2017,22147,1,304.45,Germany
1065,05/30/2017,10409,1,304.45,Germany
1061,10/20/2015,45481,1,146.95,Germany
1061,11/29/2015,14129,1,146.95,Germany
1058,03/28/2018,14055,1,136.45,Germany
1058,04/28/2018,46537,1,136.45,Germany
1058,05/30/2018,20148,1,136.45,Germany
1058,07/18/2018,53179,1,136.45,Germany
1058,10/30/2018,12351,1,131.2,Germany
1058,12/29/2018,53347,1,131.2,Germany
1058,05/21/2019,14055,1,131.2,Germany
1058,06/01/2019,41749,1,131.2,Germany
1058,04/12/2020,45659,1,131.2,Germany
1058,05/13/2020,52385,1,131.2,Germany
1058,07/14/2020,12103,1,131.2,Germany
1058,07/31/2021,42275,1,136.45,Germany
1058,11/09/2021,44577,1,136.45,Germany
1066,09/01/2015,52441,1,304.45,Germany
1066,09/11/2015,47506,1,304.45,Germany
1066,09/19/2015,53123,1,304.45,Germany
1065,03/02/2020,10409,1,314.95,Germany
1065,04/04/2020,10963,1,314.95,Germany
1065,12/29/2021,42105,1,314.95,Germany
1066,02/15/2014,22609,1,296.57,Germany
1066,03/15/2014,14059,1,296.57,Germany
