ProductID,Date,Zip,Units,Revenue,Country
1052,03/31/2021,9510,1,246.7,Mexico
1052,04/17/2021,12400,1,246.7,Mexico
1052,08/29/2021,9719,1,246.7,Mexico
1053,04/15/2014,2260,1,251.95,Mexico
1057,06/16/2018,7909,1,136.45,Mexico
1057,07/15/2018,7183,1,136.45,Mexico
1057,08/19/2018,4280,1,136.45,Mexico
1057,08/20/2018,9608,1,136.45,Mexico
1057,09/04/2018,7550,1,136.45,Mexico
1057,09/23/2018,2860,1,131.2,Mexico
1057,02/11/2018,2169,1,136.45,Mexico
1065,06/15/2014,5370,1,296.57,Mexico
1065,03/15/2014,2320,1,296.57,Mexico
1065,04/15/2014,7110,1,296.57,Mexico
1065,06/15/2014,9250,1,296.57,Mexico
1053,05/12/2015,9207,1,257.2,Mexico
1053,08/22/2015,9680,1,262.45,Mexico
1053,11/06/2015,2420,1,262.45,Mexico
1053,04/03/2016,4269,1,262.45,Mexico
1053,04/20/2016,9560,1,262.45,Mexico
1053,06/04/2016,9767,1,262.45,Mexico
1053,03/08/2017,2128,1,262.45,Mexico
1053,03/27/2017,9810,1,262.45,Mexico
1053,09/10/2017,9720,1,262.45,Mexico
1053,04/15/2018,7890,1,262.45,Mexico
1053,04/16/2018,7550,1,262.45,Mexico
1065,03/29/2016,7363,1,296.57,Mexico
1065,05/31/2016,10330,1,304.45,Mexico
1065,11/07/2016,9400,1,304.45,Mexico
1065,03/05/2017,9080,1,304.45,Mexico
1065,04/02/2017,7880,1,304.45,Mexico
1065,05/29/2017,8310,1,304.45,Mexico
1065,01/14/2018,4269,1,309.7,Mexico
1065,04/10/2018,7080,1,304.45,Mexico
1065,09/02/2018,4280,1,309.7,Mexico
1085,04/15/2018,7458,1,89.2,Mexico
1085,05/29/2018,2470,1,89.2,Mexico
1085,11/16/2021,4210,1,89.2,Mexico
1085,11/28/2021,7640,1,89.2,Mexico
1085,12/01/2021,4908,1,89.2,Mexico
1085,12/07/2021,5340,1,89.2,Mexico
1085,12/27/2021,10210,1,89.2,Mexico
1085,12/27/2021,4210,1,89.2,Mexico
1085,12/28/2021,9689,1,89.2,Mexico
1065,04/15/2014,9636,1,296.57,Mexico
1065,07/15/2014,2420,1,296.57,Mexico
1065,07/15/2014,9838,1,296.57,Mexico
1065,09/15/2014,4850,1,296.57,Mexico
1065,05/24/2016,5010,1,296.57,Mexico
1065,06/06/2016,2718,1,304.45,Mexico
1065,10/10/2016,1070,1,304.45,Mexico
1065,11/16/2016,9688,1,304.45,Mexico
1065,03/06/2017,8770,1,304.45,Mexico
1065,03/28/2017,10580,1,304.45,Mexico
1065,04/22/2017,4270,1,304.45,Mexico
1065,05/14/2017,7509,1,304.45,Mexico
1065,05/21/2017,2230,1,304.45,Mexico
1061,10/16/2015,8520,1,146.95,Mexico
1058,07/29/2018,2719,1,136.45,Mexico
1058,09/29/2018,9207,1,136.45,Mexico
1058,11/25/2018,4020,1,136.45,Mexico
1058,08/20/2019,2420,1,131.2,Mexico
1058,08/31/2019,9900,1,131.2,Mexico
1058,09/09/2019,2530,1,131.2,Mexico
1058,09/14/2019,8029,1,131.2,Mexico
1058,10/19/2019,5089,1,136.45,Mexico
1058,10/22/2019,8520,1,131.2,Mexico
1058,11/05/2019,5720,1,131.2,Mexico
1058,11/09/2019,4430,1,131.2,Mexico
1058,04/26/2020,4010,1,131.2,Mexico
1058,06/16/2020,7240,1,131.2,Mexico
1058,11/29/2020,7760,1,131.2,Mexico
1058,04/21/2021,2920,1,136.45,Mexico
1058,06/01/2021,5210,1,131.2,Mexico
1058,06/12/2021,10380,1,136.45,Mexico
1058,08/15/2021,5720,1,136.45,Mexico
1065,12/06/2019,2310,1,314.95,Mexico
1066,02/15/2014,2400,1,296.57,Mexico
1066,02/15/2014,7550,1,296.57,Mexico
1066,02/15/2014,9885,1,296.57,Mexico
1066,04/15/2014,4270,1,296.57,Mexico
1066,04/15/2014,7110,1,296.57,Mexico
1066,06/15/2014,5370,1,296.57,Mexico
1066,06/15/2014,8220,1,296.57,Mexico
1066,07/06/2015,5480,1,296.57,Mexico
1066,10/26/2015,4660,1,304.45,Mexico
1085,08/15/2021,4919,1,89.2,Mexico
1085,08/18/2021,4280,1,89.2,Mexico
1085,08/23/2021,4326,1,89.2,Mexico
1085,08/29/2021,1050,1,89.2,Mexico
1085,08/29/2021,4921,2,178.4,Mexico
1085,10/02/2021,5480,1,89.2,Mexico
1085,10/09/2021,9009,1,89.2,Mexico
1085,11/14/2021,8220,1,89.2,Mexico
1085,11/20/2021,4620,1,89.2,Mexico
1085,12/27/2021,12400,1,89.2,Mexico
1085,12/27/2021,4020,1,89.2,Mexico
1085,12/28/2021,1028,1,89.2,Mexico
1085,12/29/2021,7560,1,89.2,Mexico
1062,07/31/2021,9897,1,146.95,Mexico
1062,12/27/2021,2640,1,146.95,Mexico
1061,12/15/2014,2990,1,141.7,Mexico
1061,01/18/2015,7950,1,141.7,Mexico
1061,03/30/2015,9868,1,141.7,Mexico
1061,05/10/2015,9660,1,141.7,Mexico
1061,11/10/2015,9636,1,146.95,Mexico
1061,11/27/2015,12400,1,146.95,Mexico
1061,12/22/2015,7890,1,146.95,Mexico
1061,12/27/2015,7187,1,146.95,Mexico
1061,01/18/2016,4700,1,146.95,Mexico
1070,11/28/2021,9208,1,157.45,Mexico
1070,12/18/2021,7270,1,157.45,Mexico
1072,11/15/2014,5088,1,209.95,Mexico
1075,12/15/2014,9540,1,254.57,Mexico
1057,08/11/2021,9695,1,136.45,Mexico
1057,08/31/2021,7280,1,136.45,Mexico
1057,12/27/2021,10000,1,136.45,Mexico
1065,11/30/2015,4908,1,304.45,Mexico
1065,03/30/2016,7760,1,304.45,Mexico
1065,04/19/2016,7550,1,304.45,Mexico
1065,07/09/2016,7190,1,304.45,Mexico
1065,10/09/2016,7328,1,304.45,Mexico
1065,02/11/2017,5086,1,304.45,Mexico
1065,02/13/2017,9400,1,304.45,Mexico
1065,03/27/2017,4430,1,304.45,Mexico
1065,04/22/2017,1070,1,304.45,Mexico
1065,07/22/2017,9479,1,304.45,Mexico
1065,08/28/2017,12009,1,304.45,Mexico
1053,11/03/2019,2710,1,267.7,Mexico
1053,12/01/2019,7183,1,267.7,Mexico
1053,12/01/2019,7580,1,267.7,Mexico
1053,12/06/2019,9207,1,267.7,Mexico
1053,12/16/2019,9930,1,267.7,Mexico
1053,02/18/2020,2519,1,267.7,Mexico
1053,03/28/2020,9864,1,267.7,Mexico
1053,03/30/2020,9836,1,267.7,Mexico
1053,05/09/2020,4319,1,267.7,Mexico
1053,05/23/2020,7969,1,267.7,Mexico
1053,06/06/2020,2860,1,267.7,Mexico
1053,06/07/2020,7969,1,267.7,Mexico
1053,08/01/2020,7520,1,272.95,Mexico
1085,09/06/2020,9009,1,89.2,Mexico
1082,03/15/2014,9897,1,225.7,Mexico
1082,04/15/2014,2739,1,225.7,Mexico
1082,11/15/2014,7740,1,228.32,Mexico
1082,03/27/2015,9868,1,228.32,Mexico
1082,05/26/2015,9439,1,228.32,Mexico
1082,10/03/2015,2770,1,230.95,Mexico
1082,01/15/2016,9636,1,228.32,Mexico
1082,03/23/2016,7880,1,230.95,Mexico
1082,06/14/2016,4280,1,230.95,Mexico
1082,02/05/2017,9898,1,230.95,Mexico
1082,03/14/2017,7370,1,230.95,Mexico
1082,04/02/2017,9707,1,230.95,Mexico
1082,01/20/2018,7370,1,230.95,Mexico
1082,09/30/2018,4430,1,230.95,Mexico
1082,03/01/2019,9400,1,230.95,Mexico
1082,11/23/2019,7869,1,236.2,Mexico
1082,12/21/2019,5760,1,236.2,Mexico
1085,10/21/2020,4210,2,178.4,Mexico
1085,11/04/2020,8619,1,86.57,Mexico
1085,11/29/2020,7010,1,89.2,Mexico
1085,12/08/2020,5030,1,89.2,Mexico
1085,12/16/2020,9730,1,86.57,Mexico
1085,12/27/2020,7509,1,89.2,Mexico
1085,12/27/2020,9898,1,89.2,Mexico
1085,01/25/2021,5370,1,89.2,Mexico
1085,02/03/2021,7790,1,89.2,Mexico
1085,05/02/2021,2860,1,89.2,Mexico
1085,05/12/2021,7520,1,89.2,Mexico
1085,06/09/2021,9200,1,89.2,Mexico
1085,07/26/2021,4908,1,89.2,Mexico
1085,07/26/2021,4921,1,89.2,Mexico
1085,07/27/2021,5379,1,89.2,Mexico
1075,09/11/2016,5480,1,259.82,Mexico
1075,02/26/2017,9930,1,259.82,Mexico
1082,09/02/2018,4908,1,230.95,Mexico
1086,08/20/2017,7458,1,84,Mexico
1086,08/20/2017,9480,1,84,Mexico
1086,09/12/2017,9800,1,89.2,Mexico
1086,09/27/2017,7880,1,89.2,Mexico
1086,10/31/2017,7910,1,89.2,Mexico
1086,11/12/2017,5086,1,89.2,Mexico
1086,07/13/2019,9704,1,86.57,Mexico
1086,07/26/2019,7160,1,86.57,Mexico
1086,08/27/2019,5100,1,86.57,Mexico
1086,11/16/2019,4318,1,86.57,Mexico
1086,11/30/2019,1028,1,86.57,Mexico
1086,12/15/2019,7010,1,86.57,Mexico
1086,12/21/2019,2860,1,86.57,Mexico
1086,12/29/2019,10928,1,86.57,Mexico
1086,12/29/2019,12400,1,86.57,Mexico
1086,12/30/2019,2530,1,86.57,Mexico
1086,02/23/2020,7729,1,86.57,Mexico
1086,04/25/2020,7160,1,86.57,Mexico
1086,05/31/2020,9704,1,86.57,Mexico
1086,06/06/2020,9790,1,86.57,Mexico
1086,06/27/2020,7260,1,86.57,Mexico
1086,03/24/2019,7509,1,83.95,Mexico
1086,04/22/2019,9638,1,83.95,Mexico
